"Year","Value"
"1960","788709114.0"
"1961","801024442.0"
"1962","811972766.0"
"1963","822892098.0"
"1964","833781082.0"
"1965","844331730.0"
"1966","854364014.0"
"1967","863999086.0"
"1968","872731745.0"
"1969","883261223.0"
"1970","892839932.0"
"1971","903117690.0"
"1972","913621315.0"
"1973","923253553.0"
"1974","933925905.0"
"1975","944064422.0"
"1976","952681739.0"
"1977","961470085.0"
"1978","970246409.0"
"1979","979148318.0"
"1980","987928331.0"
"1981","996593865.0"
"1982","1004836945.0"
"1983","1012713908.0"
"1984","1020245362.0"
"1985","1027839846.0"
"1986","1035732254.0"
"1987","1043574007.0"
"1988","1051552697.0"
"1989","1060038063.0"
"1990","1069095267.0"
"1991","1078768056.0"
"1992","1088596983.0"
"1993","1097985088.0"
"1994","1106885537.0"
"1995","1115600406.0"
"1996","1124083112.0"
"1997","1132508266.0"
"1998","1140597139.0"
"1999","1148685952.0"
"2000","1156568670.0"
"2001","1164785029.0"
"2002","1173046153.0"
"2003","1181328842.0"
"2004","1189684726.0"
"2005","1198065132.0"
"2006","1206821076.0"
"2007","1215883022.0"
"2008","1225426692.0"
"2009","1234203233.0"
"2010","1242391523.0"
"2011","1248769315.0"
"2012","1256599264.0"
"2013","1264695223.0"
"2014","1273109967.0"
"2015","1281401703.0"
"2016","1289937319.0"
