"Year","Value"
"1960","1042016962.0"
"1961","1045307974.0"
"1962","1059467033.0"
"1963","1084916211.0"
"1964","1109997197.0"
"1965","1136131881.0"
"1966","1165700563.0"
"1967","1194329626.0"
"1968","1223381452.0"
"1969","1255964340.0"
"1970","1288580672.0"
"1971","1322181844.0"
"1972","1354002849.0"
"1973","1384272287.0"
"1974","1414384540.0"
"1975","1441541935.0"
"1976","1465814651.0"
"1977","1488757160.0"
"1978","1511580462.0"
"1979","1534795624.0"
"1980","1557506468.0"
"1981","1580901245.0"
"1982","1606486447.0"
"1983","1632005817.0"
"1984","1656292670.0"
"1985","1681267479.0"
"1986","1707960613.0"
"1987","1736144967.0"
"1988","1764605492.0"
"1989","1792425355.0"
"1990","1819288343.0"
"1991","1845101737.0"
"1992","1869217918.0"
"1993","1892440716.0"
"1994","1915670711.0"
"1995","1938715324.0"
"1996","1961419043.0"
"1997","1983653425.0"
"1998","2005143552.0"
"1999","2025300644.0"
"2000","2044496088.0"
"2001","2063002418.0"
"2002","2080534724.0"
"2003","2097265008.0"
"2004","2113465324.0"
"2005","2129445086.0"
"2006","2145245494.0"
"2007","2160431752.0"
"2008","2175832008.0"
"2009","2190811045.0"
"2010","2205614879.0"
"2011","2220357890.0"
"2012","2235430359.0"
"2013","2250552199.0"
"2014","2265898057.0"
"2015","2281203360.0"
"2016","2296786207.0"
