"Year","Value"
"1960","2279583870.0"
"1961","2309160397.0"
"1962","2352010104.0"
"1963","2406932278.0"
"1964","2462536274.0"
"1965","2519876451.0"
"1966","2581011300.0"
"1967","2642198273.0"
"1968","2705175456.0"
"1969","2770630717.0"
"1970","2837882982.0"
"1971","2906559051.0"
"1972","2974385601.0"
"1973","3042289951.0"
"1974","3109760508.0"
"1975","3176021264.0"
"1976","3241778539.0"
"1977","3307040031.0"
"1978","3373447579.0"
"1979","3441339408.0"
"1980","3510137270.0"
"1981","3580605849.0"
"1982","3654457786.0"
"1983","3729407841.0"
"1984","3804450531.0"
"1985","3881091898.0"
"1986","3960113275.0"
"1987","4041372105.0"
"1988","4123409918.0"
"1989","4205136981.0"
"1990","4287532629.0"
"1991","4366505939.0"
"1992","4444185609.0"
"1993","4521207585.0"
"1994","4597585266.0"
"1995","4673602296.0"
"1996","4749206716.0"
"1997","4825054508.0"
"1998","4900128612.0"
"1999","4974237881.0"
"2000","5047578889.0"
"2001","5120003794.0"
"2002","5192002038.88287"
"2003","5264263345.89893"
"2004","5336810798.99137"
"2005","5409780630.24397"
"2006","5482900367.48499"
"2007","5556123156.99093"
"2008","5630111419.29553"
"2009","5705229263.1102"
"2010","5781145005.36223"
"2011","5857844644.35782"
"2012","5935500538.07723"
"2013","6014016343.61008"
"2014","6093019654.73916"
"2015","6172290591.68203"
"2016","6252106157.0"
