"Year","Value"
"1960","2124913707.0"
"1961","2151091139.0"
"1962","2190460386.0"
"1963","2241780909.0"
"1964","2293604810.0"
"1965","2346946499.0"
"1966","2403852235.0"
"1967","2460596703.0"
"1968","2518943531.0"
"1969","2579619286.0"
"1970","2641972343.0"
"1971","2705635894.0"
"1972","2768331996.0"
"1973","2830993868.0"
"1974","2893114137.0"
"1975","2953919465.0"
"1976","3014108724.0"
"1977","3073687216.0"
"1978","3134308690.0"
"1979","3196327144.0"
"1980","3259168050.0"
"1981","3323597212.0"
"1982","3391299395.0"
"1983","3459927050.0"
"1984","3528392928.0"
"1985","3598139184.0"
"1986","3669931844.0"
"1987","3743628485.0"
"1988","3817743438.0"
"1989","3891160537.0"
"1990","3964846386.0"
"1991","4034677868.0"
"1992","4102798306.0"
"1993","4169935292.0"
"1994","4236229085.0"
"1995","4302049350.0"
"1996","4367383031.0"
"1997","4432844619.0"
"1998","4497323356.0"
"1999","4560492234.0"
"2000","4622449337.0"
"2001","4683009980.0"
"2002","4742691854.88287"
"2003","4802228956.89893"
"2004","4861716410.99137"
"2005","4921339717.24397"
"2006","4980840956.48499"
"2007","5040145699.99093"
"2008","5099873871.29553"
"2009","5160328979.1102"
"2010","5221137561.36223"
"2011","5282272129.35782"
"2012","5343924376.07723"
"2013","5406028992.61008"
"2014","5468259740.73916"
"2015","5530431983.68203"
"2016","5592833481.0"
